,No,ExpNo,FileCode,PhotoCode,ExtractionType,ExpCode,DAI,Host,HostVariety,Treatment,Condition,Dilution,techRepNumber,isoRepNumber,sampleNumber,ExposureTreatment,chl,ES5_digital_WBonly_T_tuk
275,275,ES5,DSC_0229.sample1.clean.jpg,NA,Digital,ES5_92,7DAI,Soybean,AG4632,DMCC2165,Shaking,100fold,stemRep2,isolateRep2,sample2,WB_only,104.4,20.51895902
276,276,ES5,DSC_0229.sample2.clean.jpg,NA,Digital,ES5_92,7DAI,Soybean,AG4632,DMCC2165,Shaking,100fold,stemRep2,isolateRep2,sample3,WB_only,161.8,27.27947678
277,277,ES5,DSC_0150.sample1.clean.jpg,NA,Digital,ES5_93,7DAI,Soybean,AG4632,DMCC2165,Shaking,100fold,stemRep3,isolateRep2,sample1,WB_only,190.9,30.37552924
278,278,ES5,DSC_0150.sample2.clean.jpg,NA,Digital,ES5_93,7DAI,Soybean,AG4632,DMCC2165,Shaking,100fold,stemRep3,isolateRep2,sample2,WB_only,202,31.51217576
279,279,ES5,DSC_0150.sample3.clean.jpg,NA,Digital,ES5_93,7DAI,Soybean,AG4632,DMCC2165,Shaking,100fold,stemRep3,isolateRep2,sample3,WB_only,201.5,31.46145349
280,280,ES5,DSC_0009.sample1.clean.jpg,NA,Digital,ES5_94,7DAI,Soybean,AG4632,DMCC2165,Stationary,100fold,stemRep1,isolateRep2,sample1,WB_only,0,0
281,281,ES5,DSC_0009.sample1.clean.jpg,NA,Digital,ES5_94,7DAI,Soybean,AG4632,DMCC2165,Stationary,100fold,stemRep1,isolateRep2,sample2,WB_only,0,0
282,282,ES5,DSC_0009.sample1.clean.jpg,NA,Digital,ES5_94,7DAI,Soybean,AG4632,DMCC2165,Stationary,100fold,stemRep1,isolateRep2,sample3,WB_only,0,0
283,283,ES5,DSC_0045.sample1.clean.jpg,NA,Digital,ES5_95,7DAI,Soybean,AG4632,DMCC2165,Stationary,100fold,stemRep2,isolateRep2,sample1,WB_only,28.6,8.843779819
284,284,ES5,DSC_0045.sample2.clean.jpg,NA,Digital,ES5_95,7DAI,Soybean,AG4632,DMCC2165,Stationary,100fold,stemRep2,isolateRep2,sample2,WB_only,20.4,7.100020601
285,285,ES5,DSC_0045.sample3.clean.jpg,NA,Digital,ES5_95,7DAI,Soybean,AG4632,DMCC2165,Stationary,100fold,stemRep2,isolateRep2,sample3,WB_only,38.3,10.69249862
286,286,ES5,DSC_0155.sample1.clean.jpg,NA,Digital,ES5_96,7DAI,Soybean,AG4632,DMCC2165,Stationary,100fold,stemRep3,isolateRep2,sample1,WB_only,84.2,17.84238308
287,287,ES5,DSC_0155.sample2.clean.jpg,NA,Digital,ES5_96,7DAI,Soybean,AG4632,DMCC2165,Stationary,100fold,stemRep3,isolateRep2,sample2,WB_only,60.7,14.4235661
288,288,ES5,DSC_0155.sample3.clean.jpg,NA,Digital,ES5_96,7DAI,Soybean,AG4632,DMCC2165,Stationary,100fold,stemRep3,isolateRep2,sample3,WB_only,63.2,14.80696674
289,289,ES5,DSC_0057.sample1.clean.jpg,NA,Digital,ES5_97,7DAI,Soybean,AG4632,control,Shaking,25fold,stemRep1,isolateRep3,sample1,WB_only,193.7,30.66438461
290,290,ES5,DSC_0057.sample2.clean.jpg,NA,Digital,ES5_97,7DAI,Soybean,AG4632,control,Shaking,25fold,stemRep1,isolateRep3,sample2,WB_only,214.5,32.76632562
291,291,ES5,DSC_0057.sample3.clean.jpg,NA,Digital,ES5_97,7DAI,Soybean,AG4632,control,Shaking,25fold,stemRep1,isolateRep3,sample3,WB_only,26,8.312519482
292,292,ES5,DSC_0190.sample1.clean.jpg,NA,Digital,ES5_98,7DAI,Soybean,AG4632,control,Shaking,25fold,stemRep2,isolateRep3,sample1,WB_only,145.9,25.50562322
293,293,ES5,DSC_0190.sample2.clean.jpg,NA,Digital,ES5_98,7DAI,Soybean,AG4632,control,Shaking,25fold,stemRep2,isolateRep3,sample2,WB_only,128.1,23.43726521
294,294,ES5,DSC_0190.sample3.clean.jpg,NA,Digital,ES5_98,7DAI,Soybean,AG4632,control,Shaking,25fold,stemRep2,isolateRep3,sample3,WB_only,155,26.52867772
295,295,ES5,DSC_0623.sample1.clean.jpg,NA,Digital,ES5_99,7DAI,Soybean,AG4632,control,Shaking,25fold,stemRep3,isolateRep3,sample1,WB_only,171.1,28.28866849
296,296,ES5,DSC_0623.sample2.clean.jpg,NA,Digital,ES5_99,7DAI,Soybean,AG4632,control,Shaking,25fold,stemRep3,isolateRep3,sample2,WB_only,193.9,30.68496102
297,297,ES5,DSC_0623.sample3.clean.jpg,NA,Digital,ES5_99,7DAI,Soybean,AG4632,control,Shaking,25fold,stemRep3,isolateRep3,sample3,WB_only,179.9,29.22605897
298,298,ES5,DSC_0627.sample1.clean.jpg,NA,Digital,ES5_100,7DAI,Soybean,AG4632,control,Stationary,25fold,stemRep1,isolateRep3,sample1,WB_only,133.4,24.06308412
299,299,ES5,DSC_0627.sample2.clean.jpg,NA,Digital,ES5_100,7DAI,Soybean,AG4632,control,Stationary,25fold,stemRep1,isolateRep3,sample2,WB_only,208,32.11745821
300,300,ES5,DSC_0627.sample3.clean.jpg,NA,Digital,ES5_100,7DAI,Soybean,AG4632,control,Stationary,25fold,stemRep1,isolateRep3,sample3,WB_only,214.2,32.73653075
301,301,ES5,DSC_0015.sample1.clean.jpg,NA,Digital,ES5_101,7DAI,Soybean,AG4632,control,Stationary,25fold,stemRep2,isolateRep3,sample1,WB_only,91,18.76622439
302,302,ES5,DSC_0015.sample2.clean.jpg,NA,Digital,ES5_101,7DAI,Soybean,AG4632,control,Stationary,25fold,stemRep2,isolateRep3,sample2,WB_only,37.7,10.58331878
303,303,ES5,DSC_0015.sample3.clean.jpg,NA,Digital,ES5_101,7DAI,Soybean,AG4632,control,Stationary,25fold,stemRep2,isolateRep3,sample3,WB_only,47.6,12.31528649
304,304,ES5,DSC_0637.sample1.clean.jpg,NA,Digital,ES5_102,7DAI,Soybean,AG4632,control,Stationary,25fold,stemRep3,isolateRep3,sample1,WB_only,60.9,14.45443898
305,305,ES5,DSC_0637.sample2.clean.jpg,NA,Digital,ES5_102,7DAI,Soybean,AG4632,control,Stationary,25fold,stemRep3,isolateRep3,sample2,WB_only,84.3,17.85615403
306,306,ES5,DSC_0637.sample3.clean.jpg,NA,Digital,ES5_102,7DAI,Soybean,AG4632,control,Stationary,25fold,stemRep3,isolateRep3,sample3,WB_only,149.7,25.93547284
307,307,ES5,NA,NA,Digital,ES5_103,7DAI,Soybean,AG4632,control,Shaking,100fold,stemRep1,isolateRep3,sample1,WB_only,NA,NA
308,308,ES5,NA,NA,Digital,ES5_103,7DAI,Soybean,AG4632,control,Shaking,100fold,stemRep1,isolateRep3,sample2,WB_only,NA,NA
309,309,ES5,NA,NA,Digital,ES5_103,7DAI,Soybean,AG4632,control,Shaking,100fold,stemRep1,isolateRep3,sample3,WB_only,NA,NA
310,310,ES5,DSC_0055.sample1.clean.jpg,NA,Digital,ES5_104,7DAI,Soybean,AG4632,control,Shaking,100fold,stemRep2,isolateRep3,sample1,WB_only,145.9,25.50562322
311,311,ES5,DSC_0055.sample2.clean.jpg,NA,Digital,ES5_104,7DAI,Soybean,AG4632,control,Shaking,100fold,stemRep2,isolateRep3,sample2,WB_only,147.1,25.64178399
312,312,ES5,DSC_0055.sample3.clean.jpg,NA,Digital,ES5_104,7DAI,Soybean,AG4632,control,Shaking,100fold,stemRep2,isolateRep3,sample3,WB_only,143.9,25.27781413
313,313,ES5,DSC_0169.sample1.clean.jpg,NA,Digital,ES5_105,7DAI,Soybean,AG4632,control,Shaking,100fold,stemRep3,isolateRep3,sample1,WB_only,175.5,28.75942035
314,314,ES5,DSC_0169.sample2.clean.jpg,NA,Digital,ES5_105,7DAI,Soybean,AG4632,control,Shaking,100fold,stemRep3,isolateRep3,sample2,WB_only,337,43.95005628
315,315,ES5,DSC_0169.sample3.clean.jpg,NA,Digital,ES5_105,7DAI,Soybean,AG4632,control,Shaking,100fold,stemRep3,isolateRep3,sample3,WB_only,363.9,46.19961284
316,316,ES5,DSC_0214.sample1.clean.jpg,NA,Digital,ES5_106,7DAI,Soybean,AG4632,control,Stationary,100fold,stemRep1,isolateRep3,sample1,WB_only,200.3,31.33953996
317,317,ES5,DSC_0214.sample2.clean.jpg,NA,Digital,ES5_106,7DAI,Soybean,AG4632,control,Stationary,100fold,stemRep1,isolateRep3,sample2,WB_only,218,33.11286213
318,318,ES5,DSC_0214.sample3.clean.jpg,NA,Digital,ES5_106,7DAI,Soybean,AG4632,control,Stationary,100fold,stemRep1,isolateRep3,sample3,WB_only,266.6,37.74062555
319,319,ES5,DSC_0035.sample1.clean.jpg,NA,Digital,ES5_107,7DAI,Soybean,AG4632,control,Stationary,100fold,stemRep2,isolateRep3,sample1,WB_only,190.7,30.35484017
320,320,ES5,DSC_0035.sample2.clean.jpg,NA,Digital,ES5_107,7DAI,Soybean,AG4632,control,Stationary,100fold,stemRep2,isolateRep3,sample2,WB_only,213.7,32.68684017
321,321,ES5,DSC_0035.sample3.clean.jpg,NA,Digital,ES5_107,7DAI,Soybean,AG4632,control,Stationary,100fold,stemRep2,isolateRep3,sample3,WB_only,235.1,34.77876923
322,322,ES5,DSC_0250.sample1.clean.jpg,NA,Digital,ES5_108,7DAI,Soybean,AG4632,control,Stationary,100fold,stemRep3,isolateRep3,sample1,WB_only,205.5,31.86600992
323,323,ES5,DSC_0250.sample2.clean.jpg,NA,Digital,ES5_108,7DAI,Soybean,AG4632,control,Stationary,100fold,stemRep3,isolateRep3,sample2,WB_only,255.7,36.73034209
324,324,ES5,DSC_0250.sample3.clean.jpg,NA,Digital,ES5_108,7DAI,Soybean,AG4632,control,Stationary,100fold,stemRep3,isolateRep3,sample3,WB_only,271.1,38.15348264
325,325,ES5,DSC_0102.sample1.clean.jpg,NA,Digital,ES5_109,7DAI,Soybean,AG4632,DMCC2126,Shaking,25fold,stemRep1,isolateRep3,sample1,WB_only,48.2,12.41596772
326,326,ES5,DSC_0102.sample2.clean.jpg,NA,Digital,ES5_109,7DAI,Soybean,AG4632,DMCC2126,Shaking,25fold,stemRep1,isolateRep3,sample2,WB_only,42.9,11.51058086
327,327,ES5,DSC_0102.sample3.clean.jpg,NA,Digital,ES5_109,7DAI,Soybean,AG4632,DMCC2126,Shaking,25fold,stemRep1,isolateRep3,sample3,WB_only,41.8,11.31786692
328,328,ES5,DSC_0126.sample1.clean.jpg,NA,Digital,ES5_110,7DAI,Soybean,AG4632,DMCC2126,Shaking,25fold,stemRep2,isolateRep3,sample1,WB_only,30.3,9.182008882
329,329,ES5,DSC_0126.sample2.clean.jpg,NA,Digital,ES5_110,7DAI,Soybean,AG4632,DMCC2126,Shaking,25fold,stemRep2,isolateRep3,sample2,WB_only,43.6,11.63231671
330,330,ES5,DSC_0126.sample3.clean.jpg,NA,Digital,ES5_110,7DAI,Soybean,AG4632,DMCC2126,Shaking,25fold,stemRep2,isolateRep3,sample3,WB_only,51.9,13.02743103
331,331,ES5,DSC_0223.sample1.clean.jpg,NA,Digital,ES5_111,7DAI,Soybean,AG4632,DMCC2126,Shaking,25fold,stemRep3,isolateRep3,sample1,WB_only,110.8,21.32803498
332,332,ES5,DSC_0223.sample2.clean.jpg,NA,Digital,ES5_111,7DAI,Soybean,AG4632,DMCC2126,Shaking,25fold,stemRep3,isolateRep3,sample2,WB_only,95.1,19.31155903
333,333,ES5,DSC_0223.sample3.clean.jpg,NA,Digital,ES5_111,7DAI,Soybean,AG4632,DMCC2126,Shaking,25fold,stemRep3,isolateRep3,sample3,WB_only,92.5,18.96671534
334,334,ES5,DSC_0641.sample1.clean.jpg,NA,Digital,ES5_112,7DAI,Soybean,AG4632,DMCC2126,Stationary,25fold,stemRep1,isolateRep3,sample1,WB_only,142.8,25.15204694
335,335,ES5,DSC_0641.sample2.clean.jpg,NA,Digital,ES5_112,7DAI,Soybean,AG4632,DMCC2126,Stationary,25fold,stemRep1,isolateRep3,sample2,WB_only,82.5,17.60739335
336,336,ES5,DSC_0641.sample3.clean.jpg,NA,Digital,ES5_112,7DAI,Soybean,AG4632,DMCC2126,Stationary,25fold,stemRep1,isolateRep3,sample3,WB_only,93.3,19.07317829
337,337,ES5,DSC_0116.sample1.clean.jpg,NA,Digital,ES5_113,7DAI,Soybean,AG4632,DMCC2126,Stationary,25fold,stemRep2,isolateRep3,sample1,WB_only,91.3,18.80641457
338,338,ES5,DSC_0116.sample2.clean.jpg,NA,Digital,ES5_113,7DAI,Soybean,AG4632,DMCC2126,Stationary,25fold,stemRep2,isolateRep3,sample2,WB_only,73.9,16.39150705
339,339,ES5,DSC_0116.sample3.clean.jpg,NA,Digital,ES5_113,7DAI,Soybean,AG4632,DMCC2126,Stationary,25fold,stemRep2,isolateRep3,sample3,WB_only,85.6,18.0346595
340,340,ES5,DSC_0164.sample1.clean.jpg,NA,Digital,ES5_114,7DAI,Soybean,AG4632,DMCC2126,Stationary,25fold,stemRep3,isolateRep3,sample1,WB_only,63.9,14.91336193
341,341,ES5,DSC_0164.sample2.clean.jpg,NA,Digital,ES5_114,7DAI,Soybean,AG4632,DMCC2126,Stationary,25fold,stemRep3,isolateRep3,sample2,WB_only,49.6,12.64920088
342,342,ES5,DSC_0164.sample3.clean.jpg,NA,Digital,ES5_114,7DAI,Soybean,AG4632,DMCC2126,Stationary,25fold,stemRep3,isolateRep3,sample3,WB_only,55.2,13.5600222
343,343,ES5,DSC_0042.sample1.clean.jpg,NA,Digital,ES5_115,7DAI,Soybean,AG4632,DMCC2126,Shaking,100fold,stemRep1,isolateRep3,sample1,WB_only,188.2,30.09558242
344,344,ES5,DSC_0042.sample2.clean.jpg,NA,Digital,ES5_115,7DAI,Soybean,AG4632,DMCC2126,Shaking,100fold,stemRep1,isolateRep3,sample2,WB_only,162.2,27.32329383
345,345,ES5,DSC_0042.sample3.clean.jpg,NA,Digital,ES5_115,7DAI,Soybean,AG4632,DMCC2126,Shaking,100fold,stemRep1,isolateRep3,sample3,WB_only,145.9,25.50562322
346,346,ES5,DSC_0001.sample1.clean.jpg,NA,Digital,ES5_116,7DAI,Soybean,AG4632,DMCC2126,Shaking,100fold,stemRep2,isolateRep3,sample1,WB_only,74.1,16.42032827
347,347,ES5,DSC_0001.sample2.clean.jpg,NA,Digital,ES5_116,7DAI,Soybean,AG4632,DMCC2126,Shaking,100fold,stemRep2,isolateRep3,sample2,WB_only,70.8,15.94122228
348,348,ES5,DSC_0001.sample3.clean.jpg,NA,Digital,ES5_116,7DAI,Soybean,AG4632,DMCC2126,Shaking,100fold,stemRep2,isolateRep3,sample3,WB_only,74.6,16.49226247
349,349,ES5,DSC_0113.sample1.clean.jpg,NA,Digital,ES5_117,7DAI,Soybean,AG4632,DMCC2126,Shaking,100fold,stemRep3,isolateRep3,sample1,WB_only,193.6,30.65409362
350,350,ES5,DSC_0113.sample2.clean.jpg,NA,Digital,ES5_117,7DAI,Soybean,AG4632,DMCC2126,Shaking,100fold,stemRep3,isolateRep3,sample2,WB_only,194.4,30.73636957
351,351,ES5,DSC_0113.sample3.clean.jpg,NA,Digital,ES5_117,7DAI,Soybean,AG4632,DMCC2126,Shaking,100fold,stemRep3,isolateRep3,sample3,WB_only,185,29.7619665
352,352,ES5,DSC_0167.sample1.clean.jpg,NA,Digital,ES5_118,7DAI,Soybean,AG4632,DMCC2126,Stationary,100fold,stemRep1,isolateRep3,sample1,WB_only,58.2,14.03459679
353,353,ES5,DSC_0167.sample2.clean.jpg,NA,Digital,ES5_118,7DAI,Soybean,AG4632,DMCC2126,Stationary,100fold,stemRep1,isolateRep3,sample2,WB_only,51.7,12.99477766
354,354,ES5,DSC_0167.sample3.clean.jpg,NA,Digital,ES5_118,7DAI,Soybean,AG4632,DMCC2126,Stationary,100fold,stemRep1,isolateRep3,sample3,WB_only,62.9,14.76124266
355,355,ES5,DSC_0221.sample1.clean.jpg,NA,Digital,ES5_119,7DAI,Soybean,AG4632,DMCC2126,Stationary,100fold,stemRep2,isolateRep3,sample1,WB_only,113.3,21.6396106
356,356,ES5,DSC_0221.sample2.clean.jpg,NA,Digital,ES5_119,7DAI,Soybean,AG4632,DMCC2126,Stationary,100fold,stemRep2,isolateRep3,sample2,WB_only,103.4,20.39099181
357,357,ES5,DSC_0221.sample3.clean.jpg,NA,Digital,ES5_119,7DAI,Soybean,AG4632,DMCC2126,Stationary,100fold,stemRep2,isolateRep3,sample3,WB_only,136.6,24.43672236
358,358,ES5,DSC_0233.sample1.clean.jpg,NA,Digital,ES5_120,7DAI,Soybean,AG4632,DMCC2126,Stationary,100fold,stemRep3,isolateRep3,sample1,WB_only,203.8,31.69441329
359,359,ES5,DSC_0233.sample2.clean.jpg,NA,Digital,ES5_120,7DAI,Soybean,AG4632,DMCC2126,Stationary,100fold,stemRep3,isolateRep3,sample2,WB_only,237.1,34.97079538
360,360,ES5,DSC_0233.sample3.clean.jpg,NA,Digital,ES5_120,7DAI,Soybean,AG4632,DMCC2126,Stationary,100fold,stemRep3,isolateRep3,sample3,WB_only,254.3,36.59949846
361,361,ES5,DSC_0076.sample1.clean.jpg,NA,Digital,ES5_121,7DAI,Soybean,AG4632,DMCC2127,Shaking,100fold,stemRep1,isolateRep3,sample1,WB_only,43.3,11.5802286
362,362,ES5,DSC_0076.sample2.clean.jpg,NA,Digital,ES5_121,7DAI,Soybean,AG4632,DMCC2127,Shaking,100fold,stemRep1,isolateRep3,sample2,WB_only,48.7,12.49953407
363,363,ES5,DSC_0076.sample3.clean.jpg,NA,Digital,ES5_121,7DAI,Soybean,AG4632,DMCC2127,Shaking,100fold,stemRep1,isolateRep3,sample3,WB_only,55.1,13.54404972
364,364,ES5,DSC_0210.sample1.clean.jpg,NA,Digital,ES5_122,7DAI,Soybean,AG4632,DMCC2127,Shaking,100fold,stemRep2,isolateRep3,sample1,WB_only,73.9,16.39150705
365,365,ES5,DSC_0210.sample2.clean.jpg,NA,Digital,ES5_122,7DAI,Soybean,AG4632,DMCC2127,Shaking,100fold,stemRep2,isolateRep3,sample2,WB_only,67.4,15.43934717
366,366,ES5,DSC_0210.sample3.clean.jpg,NA,Digital,ES5_122,7DAI,Soybean,AG4632,DMCC2127,Shaking,100fold,stemRep2,isolateRep3,sample3,WB_only,76,16.69278635
367,367,ES5,DSC_0064.sample1.clean.jpg,NA,Digital,ES5_123,7DAI,Soybean,AG4632,DMCC2127,Shaking,100fold,stemRep3,isolateRep3,sample1,WB_only,77.8,16.94871348
368,368,ES5,DSC_0064.sample2.clean.jpg,NA,Digital,ES5_123,7DAI,Soybean,AG4632,DMCC2127,Shaking,100fold,stemRep3,isolateRep3,sample2,WB_only,89,18.49709403
369,369,ES5,DSC_0064.sample3.clean.jpg,NA,Digital,ES5_123,7DAI,Soybean,AG4632,DMCC2127,Shaking,100fold,stemRep3,isolateRep3,sample3,WB_only,136.2,24.39018643
370,370,ES5,DSC_0026.sample1.clean.jpg,NA,Digital,ES5_124,7DAI,Soybean,AG4632,DMCC2127,Stationary,25fold,stemRep1,isolateRep3,sample1,WB_only,61.9,14.60827453
371,371,ES5,DSC_0026.sample1.clean.jpg,NA,Digital,ES5_124,7DAI,Soybean,AG4632,DMCC2127,Stationary,25fold,stemRep1,isolateRep3,sample2,WB_only,61.9,14.60827453
372,372,ES5,DSC_0026.sample1.clean.jpg,NA,Digital,ES5_124,7DAI,Soybean,AG4632,DMCC2127,Stationary,25fold,stemRep1,isolateRep3,sample3,WB_only,61.9,14.60827453
373,373,ES5,DSC_0246.sample1.clean.jpg,NA,Digital,ES5_125,7DAI,Soybean,AG4632,DMCC2127,Stationary,25fold,stemRep2,isolateRep3,sample1,WB_only,130.3,23.69811869
374,374,ES5,DSC_0246.sample1.clean.jpg,NA,Digital,ES5_125,7DAI,Soybean,AG4632,DMCC2127,Stationary,25fold,stemRep2,isolateRep3,sample2,WB_only,130.3,23.69811869
375,375,ES5,DSC_0246.sample1.clean.jpg,NA,Digital,ES5_125,7DAI,Soybean,AG4632,DMCC2127,Stationary,25fold,stemRep2,isolateRep3,sample3,WB_only,130.3,23.69811869
376,376,ES5,DSC_0186.sample1.clean.jpg,NA,Digital,ES5_126,7DAI,Soybean,AG4632,DMCC2127,Stationary,25fold,stemRep3,isolateRep3,sample1,WB_only,135,24.25029073
377,377,ES5,DSC_0186.sample2.clean.jpg,NA,Digital,ES5_126,7DAI,Soybean,AG4632,DMCC2127,Stationary,25fold,stemRep3,isolateRep3,sample2,WB_only,154.2,26.43959771
378,378,ES5,DSC_0186.sample3.clean.jpg,NA,Digital,ES5_126,7DAI,Soybean,AG4632,DMCC2127,Stationary,25fold,stemRep3,isolateRep3,sample3,WB_only,162.3,27.33424218
379,379,ES5,DSC_0051.sample1.clean.jpg,NA,Digital,ES5_127,7DAI,Soybean,AG4632,DMCC2127,Shaking,25fold,stemRep1,isolateRep3,sample1,WB_only,119.5,22.40212099
380,380,ES5,DSC_0051.sample2.clean.jpg,NA,Digital,ES5_127,7DAI,Soybean,AG4632,DMCC2127,Shaking,25fold,stemRep1,isolateRep3,sample2,WB_only,81.6,17.48230139
381,381,ES5,DSC_0051.sample3.clean.jpg,NA,Digital,ES5_127,7DAI,Soybean,AG4632,DMCC2127,Shaking,25fold,stemRep1,isolateRep3,sample3,WB_only,51.1,12.89655115
382,382,ES5,DSC_0179.sample1.clean.jpg,NA,Digital,ES5_128,7DAI,Soybean,AG4632,DMCC2127,Shaking,25fold,stemRep2,isolateRep3,sample1,WB_only,94.9,19.28515075
383,383,ES5,DSC_0179.sample2.clean.jpg,NA,Digital,ES5_128,7DAI,Soybean,AG4632,DMCC2127,Shaking,25fold,stemRep2,isolateRep3,sample2,WB_only,58.9,14.14408774
384,384,ES5,DSC_0179.sample3.clean.jpg,NA,Digital,ES5_128,7DAI,Soybean,AG4632,DMCC2127,Shaking,25fold,stemRep2,isolateRep3,sample3,WB_only,45.4,11.94225401
385,385,ES5,DSC_0083.sample1.clean.jpg,NA,Digital,ES5_129,7DAI,Soybean,AG4632,DMCC2127,Shaking,25fold,stemRep3,isolateRep3,sample1,WB_only,0,0
386,386,ES5,DSC_0083.sample1.clean.jpg,NA,Digital,ES5_129,7DAI,Soybean,AG4632,DMCC2127,Shaking,25fold,stemRep3,isolateRep3,sample2,WB_only,0,0
387,387,ES5,DSC_0083.sample1.clean.jpg,NA,Digital,ES5_129,7DAI,Soybean,AG4632,DMCC2127,Shaking,25fold,stemRep3,isolateRep3,sample3,WB_only,0,0
388,388,ES5,DSC_0183.sample1.clean.jpg,NA,Digital,ES5_130,7DAI,Soybean,AG4632,DMCC2127,Stationary,100fold,stemRep1,isolateRep3,sample1,WB_only,226.8,33.97566631
389,389,ES5,DSC_0183.sample2.clean.jpg,NA,Digital,ES5_130,7DAI,Soybean,AG4632,DMCC2127,Stationary,100fold,stemRep1,isolateRep3,sample2,WB_only,239.8,35.22913389
390,390,ES5,DSC_0183.sample3.clean.jpg,NA,Digital,ES5_130,7DAI,Soybean,AG4632,DMCC2127,Stationary,100fold,stemRep1,isolateRep3,sample3,WB_only,270.2,38.07110428
391,391,ES5,DSC_0089.sample1.clean.jpg,NA,Digital,ES5_131,7DAI,Soybean,AG4632,DMCC2127,Stationary,100fold,stemRep2,isolateRep3,sample1,WB_only,256.3,36.78634114
392,392,ES5,DSC_0089.sample2.clean.jpg,NA,Digital,ES5_131,7DAI,Soybean,AG4632,DMCC2127,Stationary,100fold,stemRep2,isolateRep3,sample2,WB_only,302.8,40.99692808
393,393,ES5,DSC_0089.sample3.clean.jpg,NA,Digital,ES5_131,7DAI,Soybean,AG4632,DMCC2127,Stationary,100fold,stemRep2,isolateRep3,sample3,WB_only,339.2,44.13633815
394,394,ES5,DSC_0022.sample1.clean.jpg,NA,Digital,ES5_132,7DAI,Soybean,AG4632,DMCC2127,Stationary,100fold,stemRep3,isolateRep3,sample1,WB_only,197,31.00295194
395,395,ES5,DSC_0022.sample2.clean.jpg,NA,Digital,ES5_132,7DAI,Soybean,AG4632,DMCC2127,Stationary,100fold,stemRep3,isolateRep3,sample2,WB_only,241,35.34362395
396,396,ES5,DSC_0022.sample3.clean.jpg,NA,Digital,ES5_132,7DAI,Soybean,AG4632,DMCC2127,Stationary,100fold,stemRep3,isolateRep3,sample3,WB_only,271.2,38.16262988
397,397,ES5,DSC_0202.sample1.clean.jpg,NA,Digital,ES5_133,7DAI,Soybean,AG4632,DMCC2165,Shaking,25fold,stemRep1,isolateRep3,sample1,WB_only,40.3,11.05218841
398,398,ES5,DSC_0202.sample2.clean.jpg,NA,Digital,ES5_133,7DAI,Soybean,AG4632,DMCC2165,Shaking,25fold,stemRep1,isolateRep3,sample2,WB_only,52.1,13.06004039
399,399,ES5,DSC_0202.sample3.clean.jpg,NA,Digital,ES5_133,7DAI,Soybean,AG4632,DMCC2165,Shaking,25fold,stemRep1,isolateRep3,sample3,WB_only,61.8,14.59293032
400,400,ES5,DSC_0237.sample1.clean.jpg,NA,Digital,ES5_134,7DAI,Soybean,AG4632,DMCC2165,Shaking,25fold,stemRep2,isolateRep3,sample1,WB_only,89,18.49709403
401,401,ES5,DSC_0237.sample2.clean.jpg,NA,Digital,ES5_134,7DAI,Soybean,AG4632,DMCC2165,Shaking,25fold,stemRep2,isolateRep3,sample2,WB_only,51.2,12.91295016
402,402,ES5,DSC_0237.sample3.clean.jpg,NA,Digital,ES5_134,7DAI,Soybean,AG4632,DMCC2165,Shaking,25fold,stemRep2,isolateRep3,sample3,WB_only,65.6,15.17006688
403,403,ES5,DSC_0011.sample1.clean.jpg,NA,Digital,ES5_135,7DAI,Soybean,AG4632,DMCC2165,Shaking,25fold,stemRep3,isolateRep3,sample1,WB_only,80.9,17.38467352
404,404,ES5,DSC_0011.sample2.clean.jpg,NA,Digital,ES5_135,7DAI,Soybean,AG4632,DMCC2165,Shaking,25fold,stemRep3,isolateRep3,sample2,WB_only,72.2,16.14541373
405,405,ES5,DSC_0011.sample3.clean.jpg,NA,Digital,ES5_135,7DAI,Soybean,AG4632,DMCC2165,Shaking,25fold,stemRep3,isolateRep3,sample3,WB_only,75,16.5496884
406,406,ES5,DSC_0100.sample1.clean.jpg,NA,Digital,ES5_136,7DAI,Soybean,AG4632,DMCC2165,Stationary,25fold,stemRep1,isolateRep3,sample1,WB_only,167.2,27.86785727
407,407,ES5,DSC_0100.sample2.clean.jpg,NA,Digital,ES5_136,7DAI,Soybean,AG4632,DMCC2165,Stationary,25fold,stemRep1,isolateRep3,sample2,WB_only,159.1,26.98271317
408,408,ES5,DSC_0100.sample3.clean.jpg,NA,Digital,ES5_136,7DAI,Soybean,AG4632,DMCC2165,Stationary,25fold,stemRep1,isolateRep3,sample3,WB_only,111.7,21.44048289
409,409,ES5,DSC_0044.sample1.clean.jpg,NA,Digital,ES5_137,7DAI,Soybean,AG4632,DMCC2165,Stationary,25fold,stemRep2,isolateRep3,sample1,WB_only,48,12.38245631
410,410,ES5,DSC_0044.sample1.clean.jpg,NA,Digital,ES5_137,7DAI,Soybean,AG4632,DMCC2165,Stationary,25fold,stemRep2,isolateRep3,sample2,WB_only,48,12.38245631
411,411,ES5,DSC_0044.sample1.clean.jpg,NA,Digital,ES5_137,7DAI,Soybean,AG4632,DMCC2165,Stationary,25fold,stemRep2,isolateRep3,sample3,WB_only,48,12.38245631
412,412,ES5,DSC_0159.sample1.clean.jpg,NA,Digital,ES5_138,7DAI,Soybean,AG4632,DMCC2165,Stationary,25fold,stemRep3,isolateRep3,sample1,WB_only,50.1,12.7319382
413,413,ES5,DSC_0159.sample2.clean.jpg,NA,Digital,ES5_138,7DAI,Soybean,AG4632,DMCC2165,Stationary,25fold,stemRep3,isolateRep3,sample2,WB_only,74,16.40592107
