No,FileNo,FileCode,PhotoCode,ExpCode,sampleNumber,Exposure,ExpNo,Treatment,Host,HostCultivar,Dilution,isoRepNumber,techRepNumber,TreatmentCode,FinalpH,X1,Row,Column,chl
178,24,DSC_0507.ES14B_34.sample3.WBExp_std.clean.jpg.chl.csv,DSC_0507,ES14B_34,sample3,WBExp_std,ES14B,Control,Tomato,SS100Hybrid,25fold,isoRep3,techRep1,ES14B_Control_Tomato_SS100Hybrid_25fold_isoRep3_techRep1,5.83,1,1,1,164.795
179,27,DSC_0509.ES14B_35.sample3.WBExp_std.clean.jpg.chl.csv,DSC_0509,ES14B_35,sample3,WBExp_std,ES14B,Control,Tomato,SS100Hybrid,25fold,isoRep3,techRep2,ES14B_Control_Tomato_SS100Hybrid_25fold_isoRep3_techRep2,4.98,1,1,1,171.141
180,132,DSC_0580.ES14B_36.sample3.WBExp_std.clean.jpg.chl.csv,DSC_0580,ES14B_36,sample3,WBExp_std,ES14B,Control,Tomato,SS100Hybrid,25fold,isoRep3,techRep3,ES14B_Control_Tomato_SS100Hybrid_25fold_isoRep3_techRep3,6.18,1,1,1,189.536
181,48,DSC_0523.ES14B_37.sample3.WBExp_std.clean.jpg.chl.csv,DSC_0523,ES14B_37,sample3,WBExp_std,ES14B,DMCC2165,Soybean,AG4632,25fold,isoRep1,techRep1,ES14B_DMCC2165_Soybean_AG4632_25fold_isoRep1_techRep1,6.76,1,1,1,32.729
182,114,DSC_0568.ES14B_38.sample3.WBExp_std.clean.jpg.chl.csv,DSC_0568,ES14B_38,sample3,WBExp_std,ES14B,DMCC2165,Soybean,AG4632,25fold,isoRep1,techRep2,ES14B_DMCC2165_Soybean_AG4632_25fold_isoRep1_techRep2,6.8,1,1,1,48.141
183,207,DSC_0630.ES14B_39.sample3.WBExp_std.clean.jpg.chl.csv,DSC_0630,ES14B_39,sample3,WBExp_std,ES14B,DMCC2165,Soybean,AG4632,25fold,isoRep1,techRep3,ES14B_DMCC2165_Soybean_AG4632_25fold_isoRep1_techRep3,5.13,1,1,1,35.666
184,210,DSC_0632.ES14B_40.sample3.WBExp_std.clean.jpg.chl.csv,DSC_0632,ES14B_40,sample3,WBExp_std,ES14B,DMCC2165,Soybean,AG4632,25fold,isoRep2,techRep1,ES14B_DMCC2165_Soybean_AG4632_25fold_isoRep2_techRep1,6.63,1,1,1,38.182
185,15,DSC_0502.ES14B_41.sample3.WBExp_std.clean.jpg.chl.csv,DSC_0502,ES14B_41,sample3,WBExp_std,ES14B,DMCC2165,Soybean,AG4632,25fold,isoRep2,techRep2,ES14B_DMCC2165_Soybean_AG4632_25fold_isoRep2_techRep2,6.59,1,1,1,31.486
186,147,DSC_0589.ES14B_42.sample3.WBExp_std.clean.jpg.chl.csv,DSC_0589,ES14B_42,sample3,WBExp_std,ES14B,DMCC2165,Soybean,AG4632,25fold,isoRep2,techRep3,ES14B_DMCC2165_Soybean_AG4632_25fold_isoRep2_techRep3,7.15,1,1,1,70.793
187,81,DSC_0545.ES14B_43.sample3.WBExp_std.clean.jpg.chl.csv,DSC_0545,ES14B_43,sample3,WBExp_std,ES14B,DMCC2165,Soybean,AG4632,25fold,isoRep3,techRep1,ES14B_DMCC2165_Soybean_AG4632_25fold_isoRep3_techRep1,7.63,1,1,1,59.565
188,96,DSC_0555.ES14B_44.sample3.WBExp_std.clean.jpg.chl.csv,DSC_0555,ES14B_44,sample3,WBExp_std,ES14B,DMCC2165,Soybean,AG4632,25fold,isoRep3,techRep2,ES14B_DMCC2165_Soybean_AG4632_25fold_isoRep3_techRep2,5.37,1,1,1,29.208
189,33,DSC_0513.ES14B_45.sample3.WBExp_std.clean.jpg.chl.csv,DSC_0513,ES14B_45,sample3,WBExp_std,ES14B,DMCC2165,Soybean,AG4632,25fold,isoRep3,techRep3,ES14B_DMCC2165_Soybean_AG4632_25fold_isoRep3_techRep3,7.18,1,1,1,35.23
190,9,DSC_0498.ES14B_46.sample3.WBExp_std.clean.jpg.chl.csv,DSC_0498,ES14B_46,sample3,WBExp_std,ES14B,DMCC2165,Peanut,GA06,25fold,isoRep1,techRep1,ES14B_DMCC2165_Peanut_GA06_25fold_isoRep1_techRep1,6.93,1,1,1,220.05
191,6,DSC_0496.ES14B_47.sample3.WBExp_std.clean.jpg.chl.csv,DSC_0496,ES14B_47,sample3,WBExp_std,ES14B,DMCC2165,Peanut,GA06,25fold,isoRep1,techRep2,ES14B_DMCC2165_Peanut_GA06_25fold_isoRep1_techRep2,6.48,1,1,1,260.978
192,129,DSC_0578.ES14B_48.sample3.WBExp_std.clean.jpg.chl.csv,DSC_0578,ES14B_48,sample3,WBExp_std,ES14B,DMCC2165,Peanut,GA06,25fold,isoRep1,techRep3,ES14B_DMCC2165_Peanut_GA06_25fold_isoRep1_techRep3,7.03,1,1,1,220.744
193,57,DSC_0529.ES14B_49.sample3.WBExp_std.clean.jpg.chl.csv,DSC_0529,ES14B_49,sample3,WBExp_std,ES14B,DMCC2165,Peanut,GA06,25fold,isoRep2,techRep1,ES14B_DMCC2165_Peanut_GA06_25fold_isoRep2_techRep1,6.78,1,1,1,221.287
194,120,DSC_0571.ES14B_50.sample3.WBExp_std.clean.jpg.chl.csv,DSC_0571,ES14B_50,sample3,WBExp_std,ES14B,DMCC2165,Peanut,GA06,25fold,isoRep2,techRep2,ES14B_DMCC2165_Peanut_GA06_25fold_isoRep2_techRep2,6.88,1,1,1,241.712
195,99,DSC_0558.ES14B_51.sample3.WBExp_std.clean.jpg.chl.csv,DSC_0558,ES14B_51,sample3,WBExp_std,ES14B,DMCC2165,Peanut,GA06,25fold,isoRep2,techRep3,ES14B_DMCC2165_Peanut_GA06_25fold_isoRep2_techRep3,7.04,1,1,1,161.991
196,102,DSC_0559.ES14B_52.sample3.WBExp_std.clean.jpg.chl.csv,DSC_0559,ES14B_52,sample3,WBExp_std,ES14B,DMCC2165,Peanut,GA06,25fold,isoRep3,techRep1,ES14B_DMCC2165_Peanut_GA06_25fold_isoRep3_techRep1,7.09,1,1,1,219.194
197,171,DSC_0606.ES14B_53.sample3.WBExp_std.clean.jpg.chl.csv,DSC_0606,ES14B_53,sample3,WBExp_std,ES14B,DMCC2165,Peanut,GA06,25fold,isoRep3,techRep2,ES14B_DMCC2165_Peanut_GA06_25fold_isoRep3_techRep2,6.75,1,1,1,211.918
198,216,DSC_0635.ES14B_54.sample3.WBExp_std.clean.jpg.chl.csv,DSC_0635,ES14B_54,sample3,WBExp_std,ES14B,DMCC2165,Peanut,GA06,25fold,isoRep3,techRep3,ES14B_DMCC2165_Peanut_GA06_25fold_isoRep3_techRep3,7.14,1,1,1,231
199,153,DSC_0594.ES14B_55.sample3.WBExp_std.clean.jpg.chl.csv,DSC_0594,ES14B_55,sample3,WBExp_std,ES14B,DMCC2165,Cotton,DP0912-B2RF,25fold,isoRep1,techRep1,ES14B_DMCC2165_Cotton_DP0912-B2RF_25fold_isoRep1_techRep1,6.86,1,1,1,176.775
200,165,DSC_0602.ES14B_56.sample3.WBExp_std.clean.jpg.chl.csv,DSC_0602,ES14B_56,sample3,WBExp_std,ES14B,DMCC2165,Cotton,DP0912-B2RF,25fold,isoRep1,techRep2,ES14B_DMCC2165_Cotton_DP0912-B2RF_25fold_isoRep1_techRep2,6.18,1,1,1,254.258
201,108,DSC_0563.ES14B_57.sample3.WBExp_std.clean.jpg.chl.csv,DSC_0563,ES14B_57,sample3,WBExp_std,ES14B,DMCC2165,Cotton,DP0912-B2RF,25fold,isoRep1,techRep3,ES14B_DMCC2165_Cotton_DP0912-B2RF_25fold_isoRep1_techRep3,5.91,1,1,1,279.046
202,21,DSC_0506.ES14B_58.sample3.WBExp_std.clean.jpg.chl.csv,DSC_0506,ES14B_58,sample3,WBExp_std,ES14B,DMCC2165,Cotton,DP0912-B2RF,25fold,isoRep2,techRep1,ES14B_DMCC2165_Cotton_DP0912-B2RF_25fold_isoRep2_techRep1,5.32,1,1,1,122.623
203,45,DSC_0521.ES14B_59.sample3.WBExp_std.clean.jpg.chl.csv,DSC_0521,ES14B_59,sample3,WBExp_std,ES14B,DMCC2165,Cotton,DP0912-B2RF,25fold,isoRep2,techRep2,ES14B_DMCC2165_Cotton_DP0912-B2RF_25fold_isoRep2_techRep2,4.69,1,1,1,209.242
204,66,DSC_0535.ES14B_60.sample3.WBExp_std.clean.jpg.chl.csv,DSC_0535,ES14B_60,sample3,WBExp_std,ES14B,DMCC2165,Cotton,DP0912-B2RF,25fold,isoRep2,techRep3,ES14B_DMCC2165_Cotton_DP0912-B2RF_25fold_isoRep2_techRep3,5.15,1,1,1,204.458
205,180,DSC_0611.ES14B_61.sample3.WBExp_std.clean.jpg.chl.csv,DSC_0611,ES14B_61,sample3,WBExp_std,ES14B,DMCC2165,Cotton,DP0912-B2RF,25fold,isoRep3,techRep1,ES14B_DMCC2165_Cotton_DP0912-B2RF_25fold_isoRep3_techRep1,4.99,1,1,1,90.581
206,87,DSC_0550.ES14B_62.sample3.WBExp_std.clean.jpg.chl.csv,DSC_0550,ES14B_62,sample3,WBExp_std,ES14B,DMCC2165,Cotton,DP0912-B2RF,25fold,isoRep3,techRep2,ES14B_DMCC2165_Cotton_DP0912-B2RF_25fold_isoRep3_techRep2,4.97,1,1,1,117.601
207,93,DSC_0553.ES14B_63.sample3.WBExp_std.clean.jpg.chl.csv,DSC_0553,ES14B_63,sample3,WBExp_std,ES14B,DMCC2165,Cotton,DP0912-B2RF,25fold,isoRep3,techRep3,ES14B_DMCC2165_Cotton_DP0912-B2RF_25fold_isoRep3_techRep3,6.44,1,1,1,205.811
208,105,DSC_0561.ES14B_64.sample3.WBExp_std.clean.jpg.chl.csv,DSC_0561,ES14B_64,sample3,WBExp_std,ES14B,DMCC2165,Tomato,SS100Hybrid,25fold,isoRep1,techRep1,ES14B_DMCC2165_Tomato_SS100Hybrid_25fold_isoRep1_techRep1,6.21,1,1,1,206.252
209,39,DSC_0518.ES14B_65.sample3.WBExp_std.clean.jpg.chl.csv,DSC_0518,ES14B_65,sample3,WBExp_std,ES14B,DMCC2165,Tomato,SS100Hybrid,25fold,isoRep1,techRep2,ES14B_DMCC2165_Tomato_SS100Hybrid_25fold_isoRep1_techRep2,6.14,1,1,1,215.957
210,60,DSC_0531.ES14B_66.sample3.WBExp_std.clean.jpg.chl.csv,DSC_0531,ES14B_66,sample3,WBExp_std,ES14B,DMCC2165,Tomato,SS100Hybrid,25fold,isoRep1,techRep3,ES14B_DMCC2165_Tomato_SS100Hybrid_25fold_isoRep1_techRep3,6.25,1,1,1,247.636
211,90,DSC_0551.ES14B_67.sample3.WBExp_std.clean.jpg.chl.csv,DSC_0551,ES14B_67,sample3,WBExp_std,ES14B,DMCC2165,Tomato,SS100Hybrid,25fold,isoRep2,techRep1,ES14B_DMCC2165_Tomato_SS100Hybrid_25fold_isoRep2_techRep1,5.16,1,1,1,163.376
212,54,DSC_0527.ES14B_68.sample3.WBExp_std.clean.jpg.chl.csv,DSC_0527,ES14B_68,sample3,WBExp_std,ES14B,DMCC2165,Tomato,SS100Hybrid,25fold,isoRep2,techRep2,ES14B_DMCC2165_Tomato_SS100Hybrid_25fold_isoRep2_techRep2,6.27,1,1,1,156.212
213,72,DSC_0539.ES14B_69.sample3.WBExp_std.clean.jpg.chl.csv,DSC_0539,ES14B_69,sample3,WBExp_std,ES14B,DMCC2165,Tomato,SS100Hybrid,25fold,isoRep2,techRep3,ES14B_DMCC2165_Tomato_SS100Hybrid_25fold_isoRep2_techRep3,6.16,1,1,1,211.612
214,141,DSC_0585.ES14B_70.sample3.WBExp_std.clean.jpg.chl.csv,DSC_0585,ES14B_70,sample3,WBExp_std,ES14B,DMCC2165,Tomato,SS100Hybrid,25fold,isoRep3,techRep1,ES14B_DMCC2165_Tomato_SS100Hybrid_25fold_isoRep3_techRep1,5.91,1,1,1,187.96
215,177,DSC_0609.ES14B_71.sample3.WBExp_std.clean.jpg.chl.csv,DSC_0609,ES14B_71,sample3,WBExp_std,ES14B,DMCC2165,Tomato,SS100Hybrid,25fold,isoRep3,techRep2,ES14B_DMCC2165_Tomato_SS100Hybrid_25fold_isoRep3_techRep2,6.25,1,1,1,169.638
216,18,DSC_0504.ES14B_72.sample3.WBExp_std.clean.jpg.chl.csv,DSC_0504,ES14B_72,sample3,WBExp_std,ES14B,DMCC2165,Tomato,SS100Hybrid,25fold,isoRep3,techRep3,ES14B_DMCC2165_Tomato_SS100Hybrid_25fold_isoRep3_techRep3,5.82,1,1,1,177.165
